Wall time,Step,Value
1551562916.0162153,13,14.31990909576416
1551563155.4007916,53,8.173239707946777
1551563396.092161,92,6.681980133056641
1551563515.7332737,112,6.726656913757324
1551563636.1089728,132,6.157474994659424
1551563756.2091362,152,6.702897548675537
1551563876.187332,172,5.833502292633057
1551563996.6550643,192,6.4834723472595215
1551564116.4870598,212,5.224367618560791
1551564236.4155512,232,6.355411529541016
1551564356.5373845,252,5.720681667327881
1551564476.1471448,272,5.777822017669678
1551564596.112757,291,5.923977851867676
1551564715.5870256,311,6.1841840744018555
1551564835.4222844,331,4.79440975189209
1551564956.1119668,351,4.70123291015625
1551565076.1585371,371,5.390035629272461
1551565196.5351548,391,5.639961242675781
1551565316.3691378,411,4.491216659545898
1551565436.4387977,431,4.924490451812744
1551565556.3395658,451,5.055041313171387
1551565675.8405452,470,5.114926338195801
1551565795.9319487,490,5.365627765655518
1551566035.9954684,530,4.615961074829102
1551566396.5642512,590,4.412426948547363
1551566515.8523865,609,5.019625663757324
1551566635.5829186,629,4.345619201660156
1551566755.6428823,649,4.553752899169922
1551566875.7948806,669,4.214663505554199
1551567116.4328718,709,5.126760005950928
1551567236.0670967,728,4.892801761627197
1551567356.1384,748,4.253409385681152
1551567476.2571254,768,4.054441452026367
1551567596.7400472,788,5.01475715637207
1551567835.4991903,827,3.9517650604248047
1551567955.7243135,847,4.768979072570801
1551568076.0727382,867,4.393881797790527
1551568196.4624243,887,3.317716360092163
1551568316.4987984,907,4.226319313049316
1551568436.267018,927,4.869562149047852
1551568675.5939398,966,4.348404407501221
1551568795.8741915,986,5.517618656158447
1551569036.3895621,1026,4.104084491729736
1551569156.3930044,1046,4.421987056732178
1551569276.5306644,1066,3.880898952484131
1551569396.9278288,1086,3.2448155879974365
1551569516.251037,1106,3.6519508361816406
1551569635.7134588,1125,3.4783213138580322
1551569875.5741255,1165,3.391331911087036
1551569996.1643918,1185,4.445485591888428
1551570116.2439976,1205,3.728090286254883
1551570236.4314163,1225,4.438994884490967
1551570356.4481611,1245,4.208139896392822
1551570476.3912015,1265,4.001536846160889
1551570596.8257523,1285,3.9681756496429443
1551570716.0459735,1304,3.6985983848571777
1551570836.0932982,1324,3.744406223297119
1551570956.014403,1344,4.503355503082275
1551571075.6425455,1364,3.8462412357330322
1551571315.7511683,1404,3.973261594772339
1551571435.8847587,1424,3.736238479614258
1551571556.1280894,1444,3.1312716007232666
1551571676.098255,1464,2.849374532699585
1551571916.3119237,1504,3.469298839569092
1551572036.4189892,1524,4.177422523498535
