Wall time,Step,Value
1551562916.0162153,13,9.541666984558105
1551563155.4007916,53,12.958333015441895
1551563396.092161,92,8.708333015441895
1551563515.7332737,112,10.708333015441895
1551563636.1089728,132,8.583333015441895
1551563756.2091362,152,10.625
1551563876.187332,172,7.041666507720947
1551563996.6550643,192,9.458333015441895
1551564116.4870598,212,12.25
1551564236.4155512,232,8.583333015441895
1551564356.5373845,252,10.833333015441895
1551564476.1471448,272,11.708333015441895
1551564596.112757,291,8.75
1551564715.5870256,311,8.875
1551564835.4222844,331,8.25
1551564956.1119668,351,8.75
1551565076.1585371,371,10.75
1551565196.5351548,391,9.416666984558105
1551565316.3691378,411,11.666666984558105
1551565436.4387977,431,10.416666984558105
1551565556.3395658,451,9.791666984558105
1551565675.8405452,470,12.583333015441895
1551565795.9319487,490,8.791666984558105
1551566035.9954684,530,9.666666984558105
1551566396.5642512,590,13.666666984558105
1551566515.8523865,609,10.25
1551566635.5829186,629,6.875
1551566755.6428823,649,9.333333015441895
1551566875.7948806,669,10.416666984558105
1551567116.4328718,709,10.208333015441895
1551567236.0670967,728,11.416666984558105
1551567356.1384,748,14.083333015441895
1551567476.2571254,768,6.083333492279053
1551567596.7400472,788,10.25
1551567835.4991903,827,11.416666984558105
1551567955.7243135,847,10.416666984558105
1551568076.0727382,867,10.75
1551568196.4624243,887,8.125
1551568316.4987984,907,11.625
1551568436.267018,927,8.25
1551568675.5939398,966,13.875
1551568795.8741915,986,12.083333015441895
1551569036.3895621,1026,10.208333015441895
1551569156.3930044,1046,13.833333015441895
1551569276.5306644,1066,11.083333015441895
1551569396.9278288,1086,8.916666984558105
1551569516.251037,1106,7.291666507720947
1551569635.7134588,1125,9.25
1551569875.5741255,1165,9.458333015441895
1551569996.1643918,1185,11.916666984558105
1551570116.2439976,1205,8.791666984558105
1551570236.4314163,1225,12.791666984558105
1551570356.4481611,1245,10.125
1551570476.3912015,1265,10.125
1551570596.8257523,1285,12.25
1551570716.0459735,1304,11.25
1551570836.0932982,1324,10.083333015441895
1551570956.014403,1344,10.333333015441895
1551571075.6425455,1364,14.083333015441895
1551571315.7511683,1404,12.25
1551571435.8847587,1424,11.541666984558105
1551571556.1280894,1444,9.083333015441895
1551571676.098255,1464,8.041666984558105
1551571916.3119237,1504,10.25
1551572036.4189892,1524,7.25
1551572156.28627,1544,11.125
1551572276.3807466,1564,6.458333492279053
1551572516.217083,1604,8.916666984558105
1551572636.5048053,1624,13.625
1551572876.4683685,1664,11.75
1551572996.6809685,1684,8.791666984558105
1551573115.8825548,1703,7.875
1551573236.007672,1723,10.333333015441895
1551573355.9712534,1743,7.583333492279053
1551573475.6820076,1763,8.583333015441895
1551573715.5299528,1803,9.875
1551573835.6171772,1823,10.208333015441895
1551573955.5435648,1843,11.666666984558105
1551574075.4026656,1863,8.666666984558105
1551574315.583624,1903,9.625
1551574435.7593896,1923,6.791666507720947
1551574675.9661818,1963,11.333333015441895
1551574796.520874,1983,10.208333015441895
1551574916.1983094,2003,11.291666984558105
1551575036.2538981,2023,11.208333015441895
1551575156.5416207,2043,8.208333015441895
1551575276.3151028,2063,13.916666984558105
1551575396.647095,2083,11.541666984558105
1551575516.41938,2103,10.25
1551575756.4813106,2143,9.791666984558105
1551575876.2918224,2163,8.583333015441895
1551575996.6722555,2183,7.875
1551576116.4642498,2203,9.625
1551576356.4897463,2243,13.833333015441895
1551576476.3955867,2263,9.916666984558105
1551576596.6501238,2283,14.958333015441895
1551576716.2499435,2303,9.291666984558105
1551576836.315123,2323,10.958333015441895
1551576956.2592237,2343,11.958333015441895
1551577076.274881,2363,7.583333492279053
1551577196.5436122,2383,12.25
1551577316.0931811,2403,9.916666984558105
1551577436.160807,2423,8.5
1551577556.2199812,2443,9.833333015441895
1551577676.1743352,2463,11.208333015441895
1551577796.5711596,2483,10.416666984558105
1551577916.2998471,2503,10.416666984558105
1551578036.2297971,2523,7.625
1551578276.1718915,2563,12.625
1551578396.5797436,2583,9.0
1551578756.4931934,2643,11.0
1551578876.455621,2663,10.958333015441895
1551579116.359484,2703,8.875
1551579236.3962514,2723,8.166666984558105
1551579476.6144085,2763,9.458333015441895
1551579716.4045992,2803,10.083333015441895
1551579836.170977,2823,7.041666507720947
1551579956.1825528,2843,9.0
1551580076.329875,2863,11.333333015441895
1551580196.7501128,2883,11.541666984558105
1551580316.3209882,2903,8.333333015441895
1551580556.2965567,2943,10.375
1551580676.2146227,2963,8.583333015441895
1551580796.2285812,2983,11.5
1551580916.2084434,3003,8.041666984558105
1551581156.46476,3043,12.041666984558105
1551581276.079771,3063,10.416666984558105
1551581396.4630969,3083,6.458333492279053
1551581636.1952965,3123,7.208333492279053
1551581756.2333753,3143,11.708333015441895
1551581876.3043308,3163,11.958333015441895
1551582116.3386962,3203,8.333333015441895
1551582236.4094505,3223,9.708333015441895
1551582476.3466585,3263,8.041666984558105
1551582596.678959,3283,9.583333015441895
1551582836.1968224,3323,13.291666984558105
1551582956.1436253,3343,10.791666984558105
1551583076.2456017,3363,15.666666984558105
1551583316.1348178,3403,11.333333015441895
1551583436.105506,3423,10.125
1551583556.0357838,3443,9.5
1551583796.392772,3483,8.166666984558105
1551583916.2118855,3503,11.583333015441895
1551584036.0697253,3523,10.458333015441895
1551584156.0375369,3543,10.791666984558105
1551584396.404382,3583,11.166666984558105
1551584516.2116358,3603,12.333333015441895
1551584636.1780221,3623,10.75
1551584756.312484,3643,9.625
1551584876.495692,3663,8.5
1551584996.6848605,3683,12.541666984558105
1551585116.2782898,3703,11.166666984558105
1551585236.3021924,3723,9.708333015441895
1551585356.4868243,3743,11.916666984558105
1551585596.6835876,3783,13.708333015441895
1551585716.2467833,3803,11.791666984558105
1551586076.1490815,3863,12.5
1551586555.8692024,3943,7.916666507720947
1551586675.741608,3963,10.041666984558105
1551586915.8177354,4003,10.958333015441895
1551587035.9108508,4023,9.875
1551587155.878309,4043,7.083333492279053
1551587396.2940018,4083,11.666666984558105
1551587516.381202,4103,8.958333015441895
1551587636.1224773,4123,9.625
1551587756.192689,4143,12.416666984558105
1551587876.0422332,4163,9.125
1551588235.981409,4223,13.25
1551588356.0239494,4243,8.75
1551588475.8070793,4263,10.916666984558105
1551588596.492312,4283,9.083333015441895
1551588715.9617445,4303,8.125
1551588836.0540001,4323,8.625
1551588956.148105,4343,9.875
1551589075.8791645,4363,10.916666984558105
1551589196.4141877,4383,8.958333015441895
1551589315.9164884,4403,11.75
1551589436.0241587,4423,8.708333015441895
1551589556.439982,4443,7.625
1551589796.6812587,4482,9.375
1551589915.561528,4501,10.166666984558105
1551590036.684019,4521,10.375
1551590276.5351648,4560,9.708333015441895
1551590396.1004665,4579,9.041666984558105
1551590516.080332,4599,7.041666507720947
1551590635.6691523,4618,8.958333015441895
1551590756.6781409,4638,13.125
1551590875.749498,4657,11.083333015441895
1551590996.8051217,4677,8.208333015441895
1551591235.7885659,4715,12.125
1551591356.1485085,4735,8.583333015441895
1551591596.597355,4774,10.25
1551591715.748456,4793,10.291666984558105
1551591836.158963,4813,11.708333015441895
1551592075.5373607,4851,9.5
1551592196.348658,4871,10.291666984558105
1551592316.5065427,4891,13.833333015441895
1551592436.011912,4910,10.875
1551592555.6766965,4930,10.75
1551592676.1943433,4950,13.166666984558105
1551592796.6503806,4970,10.958333015441895
1551592916.1368191,4989,10.666666984558105
1551593035.7790601,5009,12.125
1551593156.3700259,5029,14.0
1551593276.3260195,5049,9.291666984558105
1551593396.052983,5068,14.208333015441895
1551593515.732444,5088,9.0
1551593756.2038836,5128,13.166666984558105
1551593875.7619116,5147,11.791666984558105
1551593995.95784,5167,11.541666984558105
1551594116.1800869,5187,8.416666984558105
1551594355.7259867,5226,13.416666984558105
1551594475.5026252,5246,11.291666984558105
1551594596.5212212,5266,8.666666984558105
1551594836.0340002,5305,10.166666984558105
1551595075.9952137,5345,10.0
1551595316.0551345,5384,10.708333015441895
1551595435.5031445,5404,10.916666984558105
1551595555.7139912,5424,10.0
1551595676.270098,5444,9.583333015441895
1551595796.859271,5464,10.75
1551596035.433583,5503,9.666666984558105
1551596156.0366297,5523,8.541666984558105
1551596276.5053518,5543,7.75
1551596396.303339,5562,12.833333015441895
1551596515.6256826,5582,10.958333015441895
1551596636.0861752,5602,8.208333015441895
1551596756.49111,5622,12.083333015441895
1551596875.9953303,5641,11.666666984558105
1551597475.7646916,5740,8.416666984558105
1551597716.3160453,5780,11.333333015441895
1551597836.2992227,5800,13.958333015441895
1551598075.5798645,5839,17.83333396911621
1551598196.5134785,5859,9.916666984558105
1551598316.5083625,5879,10.416666984558105
1551598435.8522782,5898,5.666666507720947
1551598555.7462249,5918,11.375
1551598676.2116413,5938,8.083333015441895
1551598796.9537616,5958,13.125
1551598915.8658752,5977,7.916666507720947
1551599035.7817686,5997,12.875
1551599156.151626,6017,11.25
1551599276.3245807,6037,13.541666984558105
1551599636.2868013,6096,10.708333015441895
1551599756.1270063,6116,9.791666984558105
1551599875.76039,6135,8.583333015441895
1551599995.865788,6155,11.875
1551600116.3077257,6175,9.25
1551600356.2271335,6215,10.666666984558105
1551600475.5552742,6234,10.833333015441895
1551600595.9015958,6254,10.833333015441895
1551600716.4396102,6274,13.958333015441895
1551600836.23695,6294,8.25
1551600956.0260556,6313,8.458333015441895
1551601075.5403156,6333,10.083333015441895
1551601196.235977,6353,10.791666984558105
1551601316.39919,6373,11.0
1551601436.4382799,6393,8.416666984558105
1551601556.3464682,6413,12.625
1551601675.4898314,6432,13.5
1551601796.19434,6452,8.0
1551601916.3330503,6472,8.875
1551602036.5885665,6492,8.916666984558105
1551602155.9364386,6511,13.833333015441895
1551602396.1734822,6551,9.791666984558105
1551602516.254365,6571,11.5
1551602756.30797,6611,7.583333492279053
1551602995.8059564,6650,11.5
1551603236.4911537,6690,8.25
1551603356.1054738,6710,9.166666984558105
1551603476.0744133,6729,10.75
1551603595.9357796,6749,13.458333015441895
1551603716.0669901,6769,12.375
1551603836.3213692,6789,7.75
1551603956.4004867,6809,10.666666984558105
1551604076.4506454,6829,8.916666984558105
1551604196.2395203,6848,6.875
1551604315.6884954,6868,13.625
1551604435.5360003,6888,14.875
1551604556.0496867,6908,8.125
1551604676.1639812,6928,8.166666984558105
1551604796.7762642,6948,8.583333015441895
1551604916.4655545,6968,10.916666984558105
1551605036.2257395,6988,7.416666507720947
1551605155.792858,7007,7.5
1551605275.5108619,7027,7.333333492279053
1551605395.9002068,7047,9.333333015441895
1551605516.1368468,7067,10.666666984558105
1551605636.2678418,7087,10.25
1551605756.353877,7107,10.166666984558105
1551605876.3777463,7127,13.0
1551605996.6685927,7147,9.208333015441895
1551606116.4452395,7167,13.208333015441895
1551606236.4778473,7187,6.458333492279053
1551606356.4737227,7207,8.166666984558105
1551606476.476479,7227,8.125
1551606596.6672997,7247,9.083333015441895
1551606716.0703433,7266,14.791666984558105
1551606836.0852003,7286,8.333333015441895
1551606956.111763,7306,7.75
1551607196.0778217,7346,11.625
1551607315.4945078,7366,7.666666507720947
1551607555.8208013,7406,12.416666984558105
1551607676.117099,7426,11.75
1551607796.487803,7446,9.0
1551607916.2785835,7466,13.375
1551608036.2482226,7486,11.958333015441895
1551608156.32624,7506,11.416666984558105
1551608276.3626182,7526,7.416666507720947
1551608516.4973128,7566,9.25
1551608636.495798,7586,7.75
1551608876.5525887,7626,13.708333015441895
1551608996.295873,7646,10.75
1551609116.3701668,7666,8.583333015441895
1551609236.2191033,7686,11.041666984558105
1551609356.10953,7706,8.916666984558105
1551609596.3783493,7745,11.791666984558105
1551609715.9442015,7765,8.958333015441895
1551609835.5826426,7785,9.916666984558105
1551609955.493356,7805,9.041666984558105
1551610316.0338767,7865,9.583333015441895
1551610556.2395337,7905,10.208333015441895
1551610676.3116484,7925,12.041666984558105
1551610916.529074,7965,10.25
1551611036.5131881,7985,14.375
